year,state,board,social_category,stream,gender,students_passed
2020,Central,"Central Board of Secondary Education,",All Categories,All Streams,Boys,623877
2020,Central,"Central Board of Secondary Education,",All Categories,All Streams,Girls,502405
2020,Central,"Central Board of Secondary Education,",All Categories,All Streams,Total,1126282
2020,Central,Council for the Indian School Certificate,All Categories,All Streams,Boys,45960
2020,Central,Council for the Indian School Certificate,All Categories,All Streams,Girls,40430
2020,Central,Council for the Indian School Certificate,All Categories,All Streams,Total,86390
2020,Central,Council for the Indian School Certificate,All Categories,Arts,Boys,3422
2020,Central,Council for the Indian School Certificate,All Categories,Arts,Girls,6955
2020,Central,Council for the Indian School Certificate,All Categories,Arts,Total,10377
2020,Central,Council for the Indian School Certificate,All Categories,Commerce,Boys,17175
2020,Central,Council for the Indian School Certificate,All Categories,Commerce,Girls,15657
2020,Central,Council for the Indian School Certificate,All Categories,Commerce,Total,32832
2020,Central,Council for the Indian School Certificate,All Categories,Science,Boys,25363
2020,Central,Council for the Indian School Certificate,All Categories,Science,Girls,17818
2020,Central,Council for the Indian School Certificate,All Categories,Science,Total,43181
2020,Andhra,"Board of Intermediate Education,",All Categories,All Streams,Boys,256212
2020,Andhra,"Board of Intermediate Education,",All Categories,All Streams,Girls,257364
2020,Andhra,"Board of Intermediate Education,",All Categories,All Streams,Total,513576
2020,Andhra,"Board of Intermediate Education,",All Categories,Arts,Boys,9253
2020,Andhra,"Board of Intermediate Education,",All Categories,Arts,Girls,9546
2020,Andhra,"Board of Intermediate Education,",All Categories,Arts,Total,18799
2020,Andhra,"Board of Intermediate Education,",All Categories,Commerce,Boys,50992
2020,Andhra,"Board of Intermediate Education,",All Categories,Commerce,Girls,47541
2020,Andhra,"Board of Intermediate Education,",All Categories,Commerce,Total,98533
2020,Andhra,"Board of Intermediate Education,",All Categories,Science,Boys,181861
2020,Andhra,"Board of Intermediate Education,",All Categories,Science,Girls,186243
2020,Andhra,"Board of Intermediate Education,",All Categories,Science,Total,368104
2020,Andhra,"Board of Intermediate Education,",All Categories,Vocational,Boys,14106
2020,Andhra,"Board of Intermediate Education,",All Categories,Vocational,Girls,14034
2020,Andhra,"Board of Intermediate Education,",All Categories,Vocational,Total,28140
2020,Assam,Assam Higher Secondary Education,All Categories,All Streams,Boys,92084
2020,Assam,Assam Higher Secondary Education,All Categories,All Streams,Girls,91157
2020,Assam,Assam Higher Secondary Education,All Categories,All Streams,Total,183241
2020,Assam,Assam Higher Secondary Education,All Categories,Arts,Boys,57342
2020,Assam,Assam Higher Secondary Education,All Categories,Arts,Girls,74559
2020,Assam,Assam Higher Secondary Education,All Categories,Arts,Total,131901
2020,Assam,Assam Higher Secondary Education,All Categories,Commerce,Boys,11436
2020,Assam,Assam Higher Secondary Education,All Categories,Commerce,Girls,4205
2020,Assam,Assam Higher Secondary Education,All Categories,Commerce,Total,15641
2020,Assam,Assam Higher Secondary Education,All Categories,Science,Boys,22772
2020,Assam,Assam Higher Secondary Education,All Categories,Science,Girls,12158
2020,Assam,Assam Higher Secondary Education,All Categories,Science,Total,34930
2020,Assam,Assam Higher Secondary Education,All Categories,Vocational,Boys,534
2020,Assam,Assam Higher Secondary Education,All Categories,Vocational,Girls,235
2020,Assam,Assam Higher Secondary Education,All Categories,Vocational,Total,769
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,All Streams,Boys,513024
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,All Streams,Girls,457799
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,All Streams,Total,970823
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Arts,Boys,199791
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Arts,Girls,314630
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Arts,Total,514421
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Commerce,Boys,43284
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Commerce,Girls,22780
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Commerce,Total,66064
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Science,Boys,269709
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Science,Girls,120254
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Science,Total,389963
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Vocational,Boys,240
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Vocational,Girls,135
2020,Bihar,"Bihar School Examination Board, Patna",All Categories,Vocational,Total,375
2020,Bihar,"Bihar State Madarsa Education Board,",All Categories,All Streams,Boys,9190
2020,Bihar,"Bihar State Madarsa Education Board,",All Categories,All Streams,Girls,16067
2020,Bihar,"Bihar State Madarsa Education Board,",All Categories,All Streams,Total,25257
2020,Bihar,"Bihar State Madarsa Education Board,",All Categories,Arts,Boys,9190
2020,Bihar,"Bihar State Madarsa Education Board,",All Categories,Arts,Girls,16067
2020,Bihar,"Bihar State Madarsa Education Board,",All Categories,Arts,Total,25257
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,All Streams,Boys,97090
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,All Streams,Girls,120569
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,All Streams,Total,217659
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Arts,Boys,39911
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Arts,Girls,49216
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Arts,Total,89127
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Commerce,Boys,17438
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Commerce,Girls,17000
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Commerce,Total,34438
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Science,Boys,39741
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Science,Girls,54353
2020,Chhattisgarh,Chhattisgarh Board of Secondary,All Categories,Science,Total,94094
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,All Streams,Boys,52
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,All Streams,Girls,34
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,All Streams,Total,86
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Arts,Boys,37
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Arts,Girls,28
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Arts,Total,65
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Commerce,Boys,6
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Commerce,Girls,2
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Commerce,Total,8
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Science,Boys,9
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Science,Girls,4
2020,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",All Categories,Science,Total,13
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,All Streams,Boys,376
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,All Streams,Girls,222
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,All Streams,Total,598
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Arts,Boys,251
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Arts,Girls,172
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Arts,Total,423
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Commerce,Boys,14
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Commerce,Girls,4
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Commerce,Total,18
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Science,Boys,111
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Science,Girls,46
2020,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam,",All Categories,Science,Total,157
2020,Goa,Goa Board of Secondary & Higher,All Categories,All Streams,Boys,7981
2020,Goa,Goa Board of Secondary & Higher,All Categories,All Streams,Girls,8767
2020,Goa,Goa Board of Secondary & Higher,All Categories,All Streams,Total,16748
2020,Goa,Goa Board of Secondary & Higher,All Categories,Arts,Boys,1072
2020,Goa,Goa Board of Secondary & Higher,All Categories,Arts,Girls,2923
2020,Goa,Goa Board of Secondary & Higher,All Categories,Arts,Total,3995
2020,Goa,Goa Board of Secondary & Higher,All Categories,Commerce,Boys,2768
2020,Goa,Goa Board of Secondary & Higher,All Categories,Commerce,Girls,2497
2020,Goa,Goa Board of Secondary & Higher,All Categories,Commerce,Total,5265
2020,Goa,Goa Board of Secondary & Higher,All Categories,Science,Boys,2199
2020,Goa,Goa Board of Secondary & Higher,All Categories,Science,Girls,2554
2020,Goa,Goa Board of Secondary & Higher,All Categories,Science,Total,4753
2020,Goa,Goa Board of Secondary & Higher,All Categories,Vocational,Boys,1942
2020,Goa,Goa Board of Secondary & Higher,All Categories,Vocational,Girls,793
2020,Goa,Goa Board of Secondary & Higher,All Categories,Vocational,Total,2735
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,All Streams,Boys,213274
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,All Streams,Girls,200013
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,All Streams,Total,413287
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Arts,Boys,163313
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Arts,Girls,164828
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Arts,Total,328141
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Commerce,Boys,111
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Commerce,Girls,119
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Commerce,Total,230
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Science,Boys,49668
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Science,Girls,34711
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Science,Total,84379
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Vocational,Boys,182
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Vocational,Girls,355
2020,Gujarat,Gujarat Secondary & Higher Secondary,All Categories,Vocational,Total,537
2020,Haryana,Board of School Education Haryana,All Categories,All Streams,Boys,87015
2020,Haryana,Board of School Education Haryana,All Categories,All Streams,Girls,87748
2020,Haryana,Board of School Education Haryana,All Categories,All Streams,Total,174763
2020,Haryana,Board of School Education Haryana,All Categories,Arts,Boys,56507
2020,Haryana,Board of School Education Haryana,All Categories,Arts,Girls,59995
2020,Haryana,Board of School Education Haryana,All Categories,Arts,Total,116502
2020,Haryana,Board of School Education Haryana,All Categories,Commerce,Boys,10565
2020,Haryana,Board of School Education Haryana,All Categories,Commerce,Girls,13297
2020,Haryana,Board of School Education Haryana,All Categories,Commerce,Total,23862
2020,Haryana,Board of School Education Haryana,All Categories,Science,Boys,19943
2020,Haryana,Board of School Education Haryana,All Categories,Science,Girls,14456
2020,Haryana,Board of School Education Haryana,All Categories,Science,Total,34399
2020,Himachal,"H.P. Board of School Education,",All Categories,All Streams,Boys,33550
2020,Himachal,"H.P. Board of School Education,",All Categories,All Streams,Girls,36209
2020,Himachal,"H.P. Board of School Education,",All Categories,All Streams,Total,69759
2020,Himachal,"H.P. Board of School Education,",All Categories,Arts,Boys,16850
2020,Himachal,"H.P. Board of School Education,",All Categories,Arts,Girls,20644
2020,Himachal,"H.P. Board of School Education,",All Categories,Arts,Total,37494
2020,Himachal,"H.P. Board of School Education,",All Categories,Commerce,Boys,5405
2020,Himachal,"H.P. Board of School Education,",All Categories,Commerce,Girls,4467
2020,Himachal,"H.P. Board of School Education,",All Categories,Commerce,Total,9872
2020,Himachal,"H.P. Board of School Education,",All Categories,Science,Boys,11295
2020,Himachal,"H.P. Board of School Education,",All Categories,Science,Girls,11098
2020,Himachal,"H.P. Board of School Education,",All Categories,Science,Total,22393
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,All Streams,Boys,87789
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,All Streams,Girls,73388
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,All Streams,Total,161177
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Arts,Boys,47128
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Arts,Girls,46181
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Arts,Total,93309
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Commerce,Boys,6229
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Commerce,Girls,2316
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Commerce,Total,8545
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Science,Boys,34432
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Science,Girls,24758
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Science,Total,59190
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Vocational,Boys,133
2020,Jammu and,The Jammu & Kashmir State Board of,All Categories,Vocational,Girls,133
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,All Streams,Boys,82336
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,All Streams,Girls,90101
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,All Streams,Total,172437
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Arts,Boys,40672
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Arts,Girls,64767
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Arts,Total,105439
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Commerce,Boys,10940
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Commerce,Girls,10989
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Commerce,Total,21929
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Science,Boys,30724
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Science,Girls,14345
2020,Jharkhand,"Jharkhand Academic Council, Ranchi",All Categories,Science,Total,45069
2020,Karnataka,"Department of Pre-University Education,",All Categories,All Streams,Boys,228284
2020,Karnataka,"Department of Pre-University Education,",All Categories,All Streams,Girls,267706
2020,Karnataka,"Department of Pre-University Education,",All Categories,All Streams,Total,495990
2020,Karnataka,"Department of Pre-University Education,",All Categories,Arts,Boys,55283
2020,Karnataka,"Department of Pre-University Education,",All Categories,Arts,Girls,62680
2020,Karnataka,"Department of Pre-University Education,",All Categories,Arts,Total,117963
2020,Karnataka,"Department of Pre-University Education,",All Categories,Commerce,Boys,86865
2020,Karnataka,"Department of Pre-University Education,",All Categories,Commerce,Girls,110297
2020,Karnataka,"Department of Pre-University Education,",All Categories,Commerce,Total,197162
2020,Karnataka,"Department of Pre-University Education,",All Categories,Science,Boys,86136
2020,Karnataka,"Department of Pre-University Education,",All Categories,Science,Girls,94729
2020,Karnataka,"Department of Pre-University Education,",All Categories,Science,Total,180865
2020,Kerala,Kerala Higher Secondary Board,All Categories,All Streams,Boys,155362
2020,Kerala,Kerala Higher Secondary Board,All Categories,All Streams,Girls,197714
2020,Kerala,Kerala Higher Secondary Board,All Categories,All Streams,Total,353076
2020,Kerala,Kerala Higher Secondary Board,All Categories,Arts,Boys,31151
2020,Kerala,Kerala Higher Secondary Board,All Categories,Arts,Girls,45552
2020,Kerala,Kerala Higher Secondary Board,All Categories,Arts,Total,76703
2020,Kerala,Kerala Higher Secondary Board,All Categories,Commerce,Boys,55491
2020,Kerala,Kerala Higher Secondary Board,All Categories,Commerce,Girls,54692
2020,Kerala,Kerala Higher Secondary Board,All Categories,Commerce,Total,110183
2020,Kerala,Kerala Higher Secondary Board,All Categories,Science,Boys,68720
2020,Kerala,Kerala Higher Secondary Board,All Categories,Science,Girls,97470
2020,Kerala,Kerala Higher Secondary Board,All Categories,Science,Total,166190
2020,Kerala,State Board of Vocational Higher,All Categories,All Streams,Boys,10304
2020,Kerala,State Board of Vocational Higher,All Categories,All Streams,Girls,12363
2020,Kerala,State Board of Vocational Higher,All Categories,All Streams,Total,22667
2020,Kerala,State Board of Vocational Higher,All Categories,Arts,Boys,10304
2020,Kerala,State Board of Vocational Higher,All Categories,Arts,Girls,12363
2020,Kerala,State Board of Vocational Higher,All Categories,Arts,Total,22667
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,All Streams,Boys,288124
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,All Streams,Girls,280743
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,All Streams,Total,568867
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Arts,Boys,124770
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Arts,Girls,130208
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Arts,Total,254978
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Commerce,Boys,46568
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Commerce,Girls,44225
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Commerce,Total,90793
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Science,Boys,116786
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Science,Girls,106310
2020,"Madhya
Pradesh",Madhya Pradesh Board of Secondary,All Categories,Science,Total,223096
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,All Streams,Boys,1011
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,All Streams,Girls,396
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,All Streams,Total,1407
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,Arts,Boys,545
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,Arts,Girls,92
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,Arts,Total,637
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,Commerce,Boys,466
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,Commerce,Girls,304
2020,"Madhya
Pradesh","Maharshi Patanjali Sanskrit Sansthan,",All Categories,Commerce,Total,770
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,All Streams,Boys,704855
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,All Streams,Girls,605306
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,All Streams,Total,1310161
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Arts,Boys,188436
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Arts,Girls,181472
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Arts,Total,369908
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Commerce,Boys,170442
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Commerce,Girls,171947
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Commerce,Total,342389
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Science,Boys,312001
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Science,Girls,239951
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Science,Total,551952
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Vocational,Boys,33976
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Vocational,Girls,11936
2020,Maharashtra,Maharashtra State Board of Secondary,All Categories,Vocational,Total,45912
2020,Manipur,Council of Higher Secondary,All Categories,All Streams,Boys,13934
2020,Manipur,Council of Higher Secondary,All Categories,All Streams,Girls,13569
2020,Manipur,Council of Higher Secondary,All Categories,All Streams,Total,27503
2020,Manipur,Council of Higher Secondary,All Categories,Arts,Boys,3503
2020,Manipur,Council of Higher Secondary,All Categories,Arts,Girls,3739
2020,Manipur,Council of Higher Secondary,All Categories,Arts,Total,7242
2020,Manipur,Council of Higher Secondary,All Categories,Commerce,Boys,344
2020,Manipur,Council of Higher Secondary,All Categories,Commerce,Girls,283
2020,Manipur,Council of Higher Secondary,All Categories,Commerce,Total,627
2020,Manipur,Council of Higher Secondary,All Categories,Science,Boys,10087
2020,Manipur,Council of Higher Secondary,All Categories,Science,Girls,9547
2020,Manipur,Council of Higher Secondary,All Categories,Science,Total,19634
2020,Meghalaya,Meghalaya Board of School Education,All Categories,All Streams,Boys,9191
2020,Meghalaya,Meghalaya Board of School Education,All Categories,All Streams,Girls,13137
2020,Meghalaya,Meghalaya Board of School Education,All Categories,All Streams,Total,22328
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Arts,Boys,7020
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Arts,Girls,11030
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Arts,Total,18050
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Commerce,Boys,963
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Commerce,Girls,725
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Commerce,Total,1688
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Science,Boys,1203
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Science,Girls,1377
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Science,Total,2580
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Vocational,Boys,5
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Vocational,Girls,5
2020,Meghalaya,Meghalaya Board of School Education,All Categories,Vocational,Total,10
2020,Mizoram,Mizoram Board of School Education,All Categories,All Streams,Boys,4517
2020,Mizoram,Mizoram Board of School Education,All Categories,All Streams,Girls,5253
2020,Mizoram,Mizoram Board of School Education,All Categories,All Streams,Total,9770
2020,Mizoram,Mizoram Board of School Education,All Categories,Arts,Boys,3422
2020,Mizoram,Mizoram Board of School Education,All Categories,Arts,Girls,4030
2020,Mizoram,Mizoram Board of School Education,All Categories,Arts,Total,7452
2020,Mizoram,Mizoram Board of School Education,All Categories,Commerce,Boys,254
2020,Mizoram,Mizoram Board of School Education,All Categories,Commerce,Girls,246
2020,Mizoram,Mizoram Board of School Education,All Categories,Commerce,Total,500
2020,Mizoram,Mizoram Board of School Education,All Categories,Science,Boys,841
2020,Mizoram,Mizoram Board of School Education,All Categories,Science,Girls,977
2020,Mizoram,Mizoram Board of School Education,All Categories,Science,Total,1818
2020,Nagaland,Nagaland Board of School Education,All Categories,All Streams,Boys,4960
2020,Nagaland,Nagaland Board of School Education,All Categories,All Streams,Girls,6431
2020,Nagaland,Nagaland Board of School Education,All Categories,All Streams,Total,11391
2020,Nagaland,Nagaland Board of School Education,All Categories,Arts,Boys,3485
2020,Nagaland,Nagaland Board of School Education,All Categories,Arts,Girls,4850
2020,Nagaland,Nagaland Board of School Education,All Categories,Arts,Total,8335
2020,Nagaland,Nagaland Board of School Education,All Categories,Commerce,Boys,514
2020,Nagaland,Nagaland Board of School Education,All Categories,Commerce,Girls,496
2020,Nagaland,Nagaland Board of School Education,All Categories,Commerce,Total,1010
2020,Nagaland,Nagaland Board of School Education,All Categories,Science,Boys,961
2020,Nagaland,Nagaland Board of School Education,All Categories,Science,Girls,1085
2020,Nagaland,Nagaland Board of School Education,All Categories,Science,Total,2046
2020,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,All Categories,All Streams,Boys,985
2020,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,All Categories,All Streams,Girls,590
2020,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,All Categories,All Streams,Total,1575
2020,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,All Categories,Arts,Boys,985
2020,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,All Categories,Arts,Girls,590
2020,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,All Categories,Arts,Total,1575
2020,Odisha,Council of Higher Secondary,All Categories,All Streams,Boys,108223
2020,Odisha,Council of Higher Secondary,All Categories,All Streams,Girls,131967
2020,Odisha,Council of Higher Secondary,All Categories,All Streams,Total,240190
2020,Odisha,Council of Higher Secondary,All Categories,Arts,Boys,55766
2020,Odisha,Council of Higher Secondary,All Categories,Arts,Girls,92686
2020,Odisha,Council of Higher Secondary,All Categories,Arts,Total,148452
2020,Odisha,Council of Higher Secondary,All Categories,Commerce,Boys,12215
2020,Odisha,Council of Higher Secondary,All Categories,Commerce,Girls,7103
2020,Odisha,Council of Higher Secondary,All Categories,Commerce,Total,19318
2020,Odisha,Council of Higher Secondary,All Categories,Science,Boys,38301
2020,Odisha,Council of Higher Secondary,All Categories,Science,Girls,30073
2020,Odisha,Council of Higher Secondary,All Categories,Science,Total,68374
2020,Odisha,Council of Higher Secondary,All Categories,Vocational,Boys,1941
2020,Odisha,Council of Higher Secondary,All Categories,Vocational,Girls,2105
2020,Odisha,Council of Higher Secondary,All Categories,Vocational,Total,4046
2020,Punjab,Punjab School Education Board,All Categories,All Streams,Boys,136863
2020,Punjab,Punjab School Education Board,All Categories,All Streams,Girls,121606
2020,Punjab,Punjab School Education Board,All Categories,All Streams,Total,258469
2020,Punjab,Punjab School Education Board,All Categories,Arts,Boys,99026
2020,Punjab,Punjab School Education Board,All Categories,Arts,Girls,83796
2020,Punjab,Punjab School Education Board,All Categories,Arts,Total,182822
2020,Punjab,Punjab School Education Board,All Categories,Commerce,Boys,12676
2020,Punjab,Punjab School Education Board,All Categories,Commerce,Girls,14301
2020,Punjab,Punjab School Education Board,All Categories,Commerce,Total,26977
2020,Punjab,Punjab School Education Board,All Categories,Science,Boys,17812
2020,Punjab,Punjab School Education Board,All Categories,Science,Girls,19663
2020,Punjab,Punjab School Education Board,All Categories,Science,Total,37475
2020,Punjab,Punjab School Education Board,All Categories,Vocational,Boys,7349
2020,Punjab,Punjab School Education Board,All Categories,Vocational,Girls,3846
2020,Punjab,Punjab School Education Board,All Categories,Vocational,Total,11195
2020,Rajasthan,"Board of Secondary Education,",All Categories,All Streams,Boys,447252
2020,Rajasthan,"Board of Secondary Education,",All Categories,All Streams,Girls,354239
2020,Rajasthan,"Board of Secondary Education,",All Categories,All Streams,Total,801491
2020,Rajasthan,"Board of Secondary Education,",All Categories,Arts,Boys,275497
2020,Rajasthan,"Board of Secondary Education,",All Categories,Arts,Girls,269899
2020,Rajasthan,"Board of Secondary Education,",All Categories,Arts,Total,545396
2020,Rajasthan,"Board of Secondary Education,",All Categories,Commerce,Boys,22635
2020,Rajasthan,"Board of Secondary Education,",All Categories,Commerce,Girls,12346
2020,Rajasthan,"Board of Secondary Education,",All Categories,Commerce,Total,34981
2020,Rajasthan,"Board of Secondary Education,",All Categories,Science,Boys,149120
2020,Rajasthan,"Board of Secondary Education,",All Categories,Science,Girls,71994
2020,Rajasthan,"Board of Secondary Education,",All Categories,Science,Total,221114
2020,Rajasthan,"Banasthali Vidyapith , Rajasthan",All Categories,All Streams,Boys,17
2020,Rajasthan,"Banasthali Vidyapith , Rajasthan",All Categories,All Streams,Girls,701
